id,name,latitude,longitude
535,Pulaski Rd & Congress Pkwy,41.874325,-87.725704
536,Kostner Ave & Lake St,41.885928,-87.73541
537,Kenton Ave & Madison St,41.880708,-87.741018
538,Cicero Ave & Flournoy St,41.872131,-87.746619
539,Cicero Ave & Quincy St,41.877613,-87.745405
540,Laramie Ave & Madison St,41.880207,-87.755337
541,Central Ave & Harrison St,41.872993,-87.764499
542,Central Ave & Madison St,41.880121,-87.763238
543,Laramie Ave & Gladys Ave,41.875806,-87.755285
544,Austin Blvd & Madison St,41.880281,-87.774453
545,Kostner Ave & Adams St,41.877917,-87.735737
546,Damen Ave & Pershing Rd,41.823192,-87.676597
547,Ashland Ave & Pershing Rd,41.823465,-87.665577
548,Morgan St & Pershing Rd,41.823613,-87.650931
549,Marshfield Ave & 44th St,41.813996,-87.666589
550,Central Ave & Chicago Ave,41.894958,-87.764902
551,Hoyne Ave & 47th St,41.808227,-87.67718
552,Ashland Ave & McDowell Ave,41.80887,-87.66454
553,Elizabeth St & 47th St,41.80839,-87.656526
554,Damen Ave & 51st St,41.800908,-87.674684
555,Ashland Ave & 50th St,41.803023,-87.664699
556,Throop St & 52nd St,41.799659,-87.657195
557,Seeley Ave & Garfield Blvd,41.794087,-87.675478
558,Ashland Ave & Garfield Blvd,41.792822,-87.664429
559,Racine Ave & Garfield Blvd,41.794228,-87.655073
560,Marshfield Ave & 59th St,41.786833,-87.666215
561,Damen Ave & 59th St,41.78602,-87.674167
562,Racine Ave & 61st St,41.783189,-87.654372
563,Ashland Ave & 63rd St,41.779374,-87.664843
564,Racine Ave & 65th St,41.775393,-87.654308
565,Ashland Ave & 66th St,41.774074,-87.663815
566,Ashland Ave & 69th St,41.768726,-87.664069
567,May St & 69th St,41.768938,-87.652934
568,Normal Ave & 72nd St,41.763462,-87.637297
569,Woodlawn Ave & 75th St,41.75916,-87.595751
570,Evans Ave & 75th St,41.758308,-87.606685
571,Vernon Ave & 75th St,41.758361,-87.614138
572,State St & 76th St,41.756971,-87.624621
573,State St & 79th St,41.750794,-87.624424
574,Eberhart (Vernon) Ave & 79th St,41.751345,-87.612568
575,Cottage Grove Ave & 78th St,41.753174,-87.605026
576,Greenwood Ave & 79th St,41.751294,-87.597552
577,Stony Island Ave & South Chicago Ave,41.751173,-87.585337
578,Bennett Ave & 79th St,41.751785,-87.578496
579,Phillips Ave & 79th St,41.75182,-87.565211
580,Exchange Ave & 79th St,41.751731,-87.552812
581,Commercial Ave & 83rd St,41.744615,-87.551208
582,Phillips Ave & 83rd St,41.744531,-87.56506
583,Stony Island Ave & 82nd St,41.746559,-87.586005
584,Ellis Ave & 83rd St,41.744123,-87.599034
585,Cottage Grove Ave & 83rd St,41.744053,-87.604786
586,MLK Jr Dr & 83rd St,41.743116,-87.6148
587,Wabash Ave & 83rd St,41.743316,-87.622849
588,South Chicago Ave & 83rd St,41.743921,-87.575225
589,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594
590,Kilbourn Ave & Irving Park Rd,41.953733,-87.740569
591,Kilbourn Ave & Milwaukee Ave,41.948818,-87.74002
592,Knox Ave & Montrose Ave,41.960631,-87.745359
593,Halsted St & 59th St,41.787539,-87.644874
594,Western Blvd & 48th Pl,41.805661,-87.683392
595,Wabash Ave & 87th St,41.736646,-87.622634
596,Benson Ave & Church St,42.048214,-87.683485
597,Chicago Ave & Washington St,42.032562,-87.679101
598,Elmwood Ave & Austin St,42.025784,-87.684107
599,Valli Produce - Evanston Plaza,42.039742,-87.699413
600,Dodge Ave & Church St,42.048308,-87.698224
601,Central St Metra,42.063598,-87.69873
602,Central St & Girard Ave,42.064313,-87.686152
603,Chicago Ave & Sheridan Rd,42.050491,-87.677821
604,Sheridan Rd & Noyes St (NU),42.058239,-87.677432
605,University Library (NU),42.052939,-87.673447
619,Keystone Ave & Fullerton Ave,41.924377,-87.728231
620,Orleans St & Chestnut St (NEXT Apts),41.898203,-87.637536
621,Aberdeen St & Randolph St,41.884114,-87.654264
622,California Ave & Cortez St,41.900363,-87.696704
623,Michigan Ave & 8th St,41.872773,-87.623981
624,Dearborn St & Van Buren St (*),41.876268,-87.629155
625,Chicago Ave & Dempster St,42.041691,-87.680687
626,Delano Ct & Roosevelt Rd,41.867491,-87.63219
627,LaSalle Dr & Huron St (*),41.894877,-87.632326
628,Walsh Park,41.91461,-87.667968
630,Kildare Ave & Montrose Ave,41.96108,-87.73569
631,Malcolm X College,41.877618,-87.673895
632,Clark St & Newport St,41.94454,-87.654678
635,Fairbanks St & Superior St (*),41.895748,-87.620104
636,Orleans St & Hubbard St (*),41.890028,-87.636618
637,Wood St & Chicago Ave (*),41.895634,-87.672069
638,Clinton St & Jackson Blvd (*),41.878419,-87.640977
639,Lakefront Trail & Wilson Ave,41.965845,-87.645361
640,Bernard St & Elston Ave,41.949923,-87.713949
641,Central Park Ave & Bloomingdale Ave,41.914166,-87.716755
642,Latrobe Ave & Chicago Ave,41.894745,-87.756895
643,Smith Park (*),41.892048,-87.689397
644,Western Ave & Fillmore St (*),41.868563,-87.686234
646,State St & 54th St,41.796642,-87.625923
647,Elizabeth St & 59th St,41.786691,-87.655859
648,Carpenter St & 63rd St,41.77987,-87.650919
649,Stewart Ave & 63rd St (*),41.779835,-87.634774
650,Eggleston Ave & 69th St (*),41.768898,-87.635876
651,Michigan Ave & 71st St,41.765286,-87.621748
652,Rhodes Ave & 71st St,41.766,-87.611726
654,Racine Ave & Washington Blvd (*),41.883073,-87.656952
655,Hoyne Ave & Balmoral Ave,41.979851,-87.681932
656,Damen Ave & Walnut (Lake) St (*),41.885951,-87.677009
657,Wood St & Augusta Blvd,41.899181,-87.6722
658,Leavitt St & Division St (*),41.902997,-87.683825
659,Leavitt St & Chicago Ave,41.895501,-87.682017
660,Sheridan Rd & Columbia Ave,42.004583,-87.661406
661,Evanston Civic Center,42.057044,-87.686554
662,Dodge Ave & Mulford St,42.023463,-87.699595
663,Lincolnwood Dr & Central St,42.064854,-87.715297
